ID,Titre,Genre,Pays_origine,Budget,Recettes,Nombre_votes,Note_moyenne,Realisateurs,Acteurs_principaux,Date_sortie
3303,The Forge,Drame Familial,United States of America,5000000.0,40392664.0,283.0,8.3,Alex Kendrick,"Aspen Kennedy Wilson, Priscilla C. Shirer, Cameron Arnett, Karen Abercrombie, T.C. Stallings",2024
3304,The Forgiven,Drame,,0.0,0.0,112.0,5.94,,,2022
3305,The Forgotten Battle,Guerre Historique Drame,,14000000.0,0.0,518.0,7.1,Matthijs van Heijningen Jr.,"Gijs Blom, Jamie Flatters, Susan Radder",2021
3306,The Forty-Year-Old Version,Comédie Drame Musique,,0.0,0.0,76.0,7.2,Radha Blank,"Radha Blank, Peter Kim, Oswin Benjamin",2020
3307,The Four of Us,Comédie Romance Drame,,0.0,0.0,72.0,5.5,,,2021
3308,The French Dispatch,Comédie Drame Romance,"United States of America, Germany",25000000.0,46333545.0,4666.0,7.08,Wes Anderson,"Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand",2021
3309,The Fresh Prince of Bel-Air Reunion,Documentaire,,0.0,0.0,130.0,8.4,,,2020
3310,"The Funeral of HRH The Prince Philip, Duke of Edinburgh - Live Coverage",Documentaire,,301000.0,0.0,0.0,,,,2021
3311,The Game,Thriller Drame,,4000000.0,0.0,148.0,6.5,Suranga de Alwis,"Ranjan Ramanayake, Tharindi Fernando, Janith Wickremage",2022
3312,The Gentlemen,Action Policier Comédie,"United Kingdom, United States of America",22000000.0,115171795.0,11390.0,7.69,Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong, Lyne Renee",2020
3313,The Get Lost Losers,Comédie Musique Documentaire,,1080000.0,0.0,1.0,10.0,,,2022
3314,The Getaway King,Comédie Policier Action,,0.0,0.0,54.0,6.64,Mateusz Rakowicz,"Dawid Ogrodnik, Robert Wieckiewicz, Rafal Zawierucha",2021
3315,The Gingerweed Man,Comédie,,100000.0,0.0,1.0,6.0,,,2021
3316,The Girl Who Believes in Miracles,Familial Drame,,0.0,0.0,77.0,7.7,,,2021
3317,The Girl Who Escaped: The Kara Robinson Story,Thriller Drame Policier Téléfilm,United States of America,0.0,0.0,101.0,7.14,Simone Stock,"Katie Douglas, Cara Buono, Kristian Bruun, Erik Athavale, Lisa Marie DiGiacinto",2023
3318,The Girl Who Got Away,Horreur Thriller Mystère,,0.0,0.0,58.0,6.2,Michael Morrissey,"Lexi Johnson, Chukwudi Iwuji, Kaye Tuckerman",2021
3319,The Girl Who Killed Her Parents,Policier Drame Thriller,,0.0,0.0,186.0,6.5,Mauricio Eça,"Leonardo Bittencourt, Carla Diaz, Allan Souza Lima",2021
3320,The Girl on the Train,Drame Thriller,,0.0,0.0,65.0,5.7,,,2021
3321,The Girl with a Bracelet,Drame Policier,,0.0,0.0,175.0,6.5,,,2020
3322,The God Committee,Thriller,,0.0,0.0,57.0,7.0,,,2021
3323,The Golden Holiday,Policier Comédie Action,,2100000.0,0.0,11.0,6.82,,,2020
3324,The Goldfinger,Policier Drame,,45000000.0,6136329.0,40.0,6.11,,,2023
3325,The Good Book,Drame Science-Fiction Fantastique,,50000.0,0.0,0.0,,,,2020
3326,The Good Boss,Comédie,,0.0,365000.0,271.0,7.1,,,2021
3327,The Good Criminal,Thriller Action Policier Drame,"United Kingdom, United States of America",0.0,31220247.0,3189.0,6.5,Mark Williams,"Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan, Anthony Ramos",2020
3328,The Good Driver,Drame,,1145000.0,0.0,0.0,,,,2023
3329,The Good Neighbor,Thriller,,105.0,94909.0,76.0,7.2,,,2022
3330,The Good Nurse,Drame Policier Mystère,,0.0,0.0,1109.0,6.93,,,2022
3331,The Gools,Animation Fantastique Aventure,,20000000.0,0.0,0.0,,,,2023
3332,The Gorge,Romance Science-Fiction Thriller,United States of America,70000000.0,0.0,2750.0,7.71,Scott Derrickson,"Miles Teller, Anya Taylor-Joy, Sigourney Weaver, Ṣọpẹ́ Dìrísù, William Houston",2025
3333,The Grave,Drame,,141564.0,0.0,0.0,,,,2020
3334,The Gravedigger’s Wife,Drame,,1300000.0,0.0,11.0,6.5,,,2021
3335,The Gray Man,Action Thriller,United States of America,200000000.0,454023.0,6567.0,6.97,"Joe Russo, Anthony Russo","Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton, Jessica Henwick",2022
3336,The Great Indian Kitchen,Drame,,888514.0,0.0,24.0,7.5,,,2021
3337,The Greatest Beer Run Ever,Drame Comédie Guerre Historique,United States of America,2800000.0,0.0,1330.0,7.64,Peter Farrelly,"Zac Efron, Russell Crowe, Kyle Allen, Bill Murray, Jake Picking",2022
3338,The Green Force,Policier,,132925.0,5000.0,0.0,,,,2021
3339,The Green Knight,Aventure Drame Fantastique,"Canada, Ireland, United States of America",15000000.0,18888418.0,3443.0,6.59,David Lowery,"Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury, Sean Harris",2021
3340,The Green Perfume,Comédie Thriller,,7800000.0,0.0,24.0,5.6,,,2022
3341,The Green Shutters,Drame,,6200000.0,0.0,35.0,5.4,,,2022
3342,The Grump: In Search of an Escort,Comédie Drame,,2700000.0,0.0,4.0,6.0,,,2022
3343,The Guardian,Thriller Drame Horreur,,1000000.0,0.0,5.0,4.9,,,2021
3344,The Guest Room,Thriller Horreur Drame,,0.0,0.0,105.0,6.0,,,2021
3345,The Guide to the Perfect Family,Comédie Drame,,0.0,0.0,89.0,6.5,Ricardo Trogi,"Monika Pilon, Katia Lévesque, Hugues Saint Louis",2021
3346,The Guilty,Drame Thriller,United States of America,0.0,0.0,4904.0,6.41,Antoine Fuqua,"Jake Gyllenhaal, Ethan Hawke, Riley Keough, Peter Sarsgaard, Christina Vidal",2021
3347,The Hand of God,Drame,,0.0,0.0,1389.0,7.62,,,2021
3348,The Happiest Man in the World,Drame,,1896010.0,0.0,1.0,5.0,,,2023
3349,The Happy Worker - Or How Work Was Sabotaged,Documentaire,,888000.0,0.0,2.0,8.0,,,2022
3350,The Hard Problem of Carl,Science-Fiction,,56203.0,0.0,0.0,,,,2023
3351,The Harder They Fall,Western,United States of America,0.0,0.0,1977.0,6.67,Jeymes Samuel,"Jonathan Majors, Idris Elba, Regina King, Zazie Beetz, Delroy Lindo",2021
3352,The Hater,Drame Thriller,,0.0,0.0,474.0,6.9,,,2020
3353,The Heist of the Century,Comédie Thriller Policier,,0.0,7627100.0,733.0,7.8,Ariel Winograd,"Guillermo Francella, Diego Peretti, Luis Luque",2020
3354,The Hill and the Hole,Horreur Fantastique Science-Fiction,,50000.0,0.0,7.0,5.2,,,2020
3355,The House,Drame,,2600000.0,0.0,13.0,6.8,"Paloma Baeza, Emma De Swaef, Niki Lindroth von Bahr","Mia Goth, Matthew Goode, Claudie Blakley",2022
3356,The House Invictus,Thriller Horreur Drame,,70000.0,0.0,1.0,4.5,,,2020
3357,The House Next Door: Meet the Blacks 2,Comédie Horreur,,0.0,2893660.0,35.0,5.9,,,2021
3358,The House in Between,Documentaire Horreur Thriller,,60000.0,0.0,606.0,5.8,"Steve Gonsalves, Kendall Whelpton","Erin Brown, Justin Brown, Amy Bullard",2020
3359,The House of Flowers: The Movie,Drame,,0.0,0.0,99.0,8.0,,,2021
3360,The Housewife,Romance,Japan,0.0,0.0,107.0,4.87,三島有紀子,"夏帆, 妻夫木聡, 柄本佑, 間宮祥太朗, Reiko Kataoka",2020
3361,The Human Trial,Documentaire,,1355521.0,0.0,0.0,,,,2022
3362,The Human Voice,Drame,,0.0,0.0,169.0,6.9,,,2020
3363,The Humans,Drame,,0.0,0.0,111.0,6.2,Stephen Karam,"Richard Jenkins, Jayne Houdyshell, Amy Schumer",2021
3364,The Hummingbird,Drame,,0.0,0.0,60.0,7.12,,,2022
3365,The Hunt,Action Thriller Horreur,"Japan, United States of America",14000000.0,10550350.0,6010.0,6.64,Craig Zobel,"Betty Gilpin, Hilary Swank, Ethan Suplee, Teri Wyble, Ike Barinholtz",2020
3366,The Ice Demon,Horreur Thriller,,0.0,109926.0,12.0,5.62,,,2021
3367,The In Between,Romance Science-Fiction Drame,United States of America,0.0,0.0,1321.0,7.34,Arie Posin,"Joey King, Kyle Allen, Kim Dickens, John Ortiz, Celeste O'Connor",2022
3368,The Inability of Being Alone,Drame,,70000.0,0.0,0.0,,,,2020
3369,The Inconsiderables: Last Exit Out of Hollywood,,,480000.0,0.0,48.0,3.8,Salvatore Sebergandio,"Robert Woods, Shannah Laumeister Stern, Sidney Kassouf",2020
3370,The Incredible Jake Parker,Drame Musique,,50000.0,0.0,0.0,,,,2020
3371,The Independent,Thriller Drame,,0.0,0.0,74.0,7.34,,,2022
3372,The Infernal Machine,Thriller Mystère,,0.0,0.0,193.0,6.5,,,2022
3373,The Inglorious Serfs,Aventure Comédie,,991300.0,0.0,10.0,7.0,,,2020
3374,The Inhabitant,Horreur Mystère Thriller,,0.0,0.0,72.0,6.74,,,2022
3375,The Inheritance,Horreur Mystère Thriller,,500000.0,0.0,848.0,3.5,"Chad Barager, Kevin Speckmaier","Andrea Stefancikova, Nick Wittman, Yaroslav Poverlo",2021
3376,The Inner Cage,Drame,,0.0,0.0,214.0,7.1,,,2021
3377,The Innocence,Drame,,0.0,0.0,56.0,6.3,,,2020
3378,The Innocent,Drame Romance Comédie,,4000000.0,0.0,137.0,7.1,,,2022
3379,The Innocents,Thriller Horreur,,3400000.0,0.0,325.0,7.03,,,2021
3380,The Insider,Drame Mystère Thriller,United States of America,50000000.0,34985600.0,653.0,6.3,Steven Soderbergh,"Cate Blanchett, Michael Fassbender, Tom Burke, Marisa Abela, Regé-Jean Page",2025
3381,The Inventor,Animation Drame Familial Historique,,10000000.0,0.0,521.0,7.0,Bence Gyöngyössy,"Tibor Gáspár, Kata Huszárik, Miklós Székely B.",2024
3382,The Invisible Thread,Comédie Drame,,0.0,0.0,157.0,6.7,,,2022
3383,The Island,Action Policier Thriller,St. Kitts and Nevis,0.0,39773.0,89.0,6.2,Shaun Paul Piccinino,"Michael Jai White, Jackson Rathbone, Gillian White, Edoardo Costa, Wayne Gordon",2023
3384,The Jack in the Box: Awakening,Horreur,,0.0,195189.0,260.0,6.43,,,2022
3385,The Jester from Transylvania,Thriller Policier,,2000000.0,0.0,1.0,6.0,,,2020
3386,The Juniors y La Fórmula Imperial,Comédie Science-Fiction Drame,,1620000.0,0.0,0.0,,,,2023
3387,The Justice of Bunny King,Drame,,0.0,142591.0,768.0,7.3,Gaysorn Thavat,"Essie Davis, Thomasin McKenzie, Lively Nili",2021
3388,The KSI Show,Musique Comédie,,2000000.0,0.0,1.0,5.0,,,2021
3389,The Kangaroo Chronicles,Comédie,,0.0,5081127.0,72.0,5.9,,,2020
3390,The Kid Detective,Comédie Drame Mystère,,0.0,0.0,273.0,6.6,,,2020
3391,The Kids Are Alright: Destination Asturias,Comédie Familial,,5308245.0,3468053.0,61.0,5.2,,,2021
3392,The Kill Room,Policier Thriller Action,,50000000.0,0.0,0.0,5.5,Nicol Paone,"Alexis Linkletter, Joe Manganiello, Danny Plaza",2023
3393,The Killer,Action Thriller Policier,"Canada, United States of America",30000000.0,318618.0,427.0,6.7,John Woo,"Nathalie Emmanuel, Omar Sy, Sam Worthington, Diana Silvers, Saïd Taghmaoui",2024
3394,The Killer,Action Thriller Policier,"Canada, United States of America",30000000.0,318618.0,427.0,6.4,John Woo,"Nathalie Emmanuel, Omar Sy, Sam Worthington, Diana Silvers, Saïd Taghmaoui",2024
3395,The Killer,Policier Thriller,United States of America,175000000.0,362113.0,3599.0,6.6,David Fincher,"Michael Fassbender, Tilda Swinton, Charles Parnell, Arliss Howard, Kerry O'Malley",2023
3396,The Killer,Policier Thriller,United States of America,175000000.0,362113.0,3599.0,6.7,David Fincher,"Michael Fassbender, Tilda Swinton, Charles Parnell, Arliss Howard, Kerry O'Malley",2023
3397,The Killer - Mission: Save the Girl,Action Policier Thriller,South Korea,0.0,595112.0,633.0,7.8,Choi Jae-hoon,"Jang Hyuk, Lee Seo-young, 브루스 칸, 방은정, Lee Seung-joon",2022
3398,The Killer's Game,Action Comédie Policier Thriller,"United States of America, United Kingdom, Spain",30000000.0,5928351.0,434.0,6.39,J.J. Perry,"Dave Bautista, Sofia Boutella, Terry Crews, Scott Adkins, Alex Kingston",2024
3399,The Killing of Two Lovers,Drame Thriller,,0.0,0.0,59.0,6.8,Robert Machoian,"Clayne Crawford, Sepideh Moafi, Chris Coy",2021
3400,The Kindred,Horreur Thriller Mystère,,0.0,0.0,799.0,6.5,Jamie Patterson,"Samantha Bond, James Cosmo, Steve Oram",2021
3401,The King of Kings,Familial Fantastique Drame Aventure Animation,"South Korea, United States of America",25200000.0,66465461.0,65.0,8.55,장성호,"Oscar Isaac, Kenneth Branagh, Uma Thurman, Pierce Brosnan, Roman Griffin Davis",2025
3402,The King of Laughter,Drame Historique,,0.0,0.0,133.0,7.6,,,2021
3403,The King of Staten Island,Comédie Drame,United States of America,35000000.0,2200000.0,1850.0,7.0,Judd Apatow,"Pete Davidson, Marisa Tomei, Bill Burr, Bel Powley, Maude Apatow",2020
3404,The King's Daughter,Fantastique Aventure Familial,,40500000.0,2182492.0,608.0,7.2,,,2022
3405,The King's Man : Première Mission,Action Aventure Thriller,"United Kingdom, United States of America",100000000.0,125900000.0,8755.0,6.77,Matthew Vaughn,"Ralph Fiennes, Gemma Arterton, Rhys Ifans, Matthew Goode, Tom Hollander",2021
3406,The Kissing Booth 2,Comédie Romance,United Kingdom,0.0,0.0,9713.0,7.66,Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Molly Ringwald, Taylor Zakhar Perez",2020
3407,The Kissing Booth 3,Romance Comédie,"United Kingdom, United States of America",0.0,0.0,3556.0,6.93,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez",2021
3408,The Kybalion,Documentaire,,100000.0,0.0,49.0,8.0,Ronni Thomas,"Laetitia Barbara, Brian Cotnoir, Mitch Horowitz",2022
3409,The Lady of Heaven,Action Historique Drame,,15000000.0,74441.0,6.0,7.8,,,2021
3410,The Lair,Horreur Action,,0.0,0.0,91.0,5.9,,,2022
3411,The Lake,Thriller Horreur Science-Fiction Drame,,2480000.0,0.0,3.0,3.7,,,2022
3412,The Larva Island Movie,Animation Familial,,0.0,0.0,156.0,7.2,,,2020
3413,The Last 10 Years,Drame Romance,,0.0,22456368.0,17.0,6.47,,,2022
3414,The Last Baron,Documentaire Comédie,,60000.0,0.0,1.0,10.0,,,2021
3415,The Last Blockbuster,Documentaire,,50000.0,0.0,65.0,6.6,,,2020
3416,The Last Client,Thriller Policier,,0.0,0.0,78.0,7.8,,,2022
3417,The Last Days of American Crime,Action Policier Thriller,,0.0,0.0,754.0,6.68,,,2020
3418,The Last Earth Girl,Science-Fiction Drame,,468000.0,0.0,5.0,5.2,,,2020
3419,The Last Frontier,Guerre Drame Historique,,0.0,0.0,51.0,6.8,Vadim Shmelyov,"Artyom Gubin, Lubov Konstantinova, Igor Yudin",2020
3420,The Last Full Measure,Guerre Drame,,20000000.0,3364426.0,367.0,7.51,,,2020
3421,The Last Heretic,Thriller Horreur,,0.0,0.0,84.0,5.2,,,2022
3422,The Last Ice,Documentaire,,500000.0,0.0,3.0,8.2,,,2020
3423,The Last Journey,Science-Fiction Aventure,,0.0,867257.0,119.0,5.4,,,2021
3424,The Last Kingdom : Sept rois doivent mourir,Action Drame Guerre Aventure,United Kingdom,0.0,0.0,724.0,7.24,Edward Bazalgette,"Alexander Dreymon, Harry Gilby, Mark Rowley, Arnas Fedaravičius, Cavan Clerkin",2023
3425,The Last Matinee,Horreur,,0.0,0.0,89.0,5.9,,,2020
3426,The Last Mountain,Documentaire,,650000.0,0.0,6.0,6.5,,,2022
3427,The Last Ones,Drame Thriller,,1900000.0,0.0,4.0,5.5,,,2020
3428,The Last Paradiso,Drame Romance,,0.0,0.0,100.0,5.91,,,2021
3429,The Last Rite,Horreur Thriller,,0.0,0.0,165.0,6.3,,,2021
3430,The Last Rodeo,Drame,United States of America,8000000.0,13506059.0,30.0,7.5,Jon Avnet,"Neal McDonough, Mykelti Williamson, Sarah Jones, Christopher McDonald, Daylon Swearingen",2025
3431,The Last Shift,Comédie Drame,,0.0,0.0,61.0,5.8,Andrew Cohn,"Richard Jenkins, Shane Paul McGhie, Da'Vine Joy Randolph",2020
3432,The Last Son,Western Action Aventure Drame,,0.0,0.0,91.0,5.8,,,2021
3433,The Last Thing He Wanted,Drame Thriller,,0.0,0.0,432.0,4.9,,,2020
3434,The Last Thing Mary Saw,Horreur Drame Thriller,,0.0,0.0,59.0,6.4,,,2021
3435,The Last Vermeer,Drame,,0.0,0.0,68.0,6.6,,,2020
3436,The Last Warrior: A Messenger of Darkness,Fantastique Aventure Comédie,,7000000.0,29694624.0,36.0,6.8,,,2021
3437,The Laureate,Drame,,7800000.0,0.0,3.0,4.3,,,2021
3438,The Laws of the Universe: The Age of Elohim,Animation Fantastique Science-Fiction,,0.0,5928973.0,3.0,2.3,,,2021
3439,The Ledge,Thriller Aventure,,2500000.0,0.0,288.0,6.5,,,2022
3440,The Legion,Aventure Historique Action,,0.0,0.0,83.0,6.2,,,2020
3441,The Letter Room,Comédie,,0.0,0.0,51.0,7.0,,,2020
3442,The Life Ahead,Drame,,0.0,0.0,493.0,6.8,Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri",2020
3443,The Lift,Horreur Thriller Mystère,,250000.0,247351.0,3.0,6.7,,,2020
3444,The Lift,Science-Fiction Romance Comédie,,0.0,0.0,53.0,5.8,,,2021
3445,The Line,Drame,,5600000.0,0.0,221.0,6.2,Ethan Berger,"Alex Wolff, Bo Mitchell, Halle Bailey",2023
3446,The Lion,Comédie,,0.0,0.0,170.0,5.3,,,2020
3447,The Little Prince(ss),Familial Drame,,0.0,0.0,125.0,7.2,,,2021
3448,The Lives of Infamous Men,Drame,,643000.0,0.0,0.0,,,,2022
3449,The Lodge,Drame Horreur Thriller,,0.0,2679585.0,1010.0,6.12,,,2020
3450,The Long Game,Drame Familial,"Colombia, United States of America",0.0,0.0,62.0,7.0,Julio Quintana,"Jay Hernandez, Dennis Quaid, Cheech Marin, Julian Works, Jaina Lee Ortiz",2024
3451,The Long Night,Horreur,,0.0,0.0,51.0,5.2,Rich Ragsdale,"Scout Taylor-Compton, Nolan Gerard Funk, Deborah Kara Unger",2022
3452,The Lost Daughter,Drame,"Greece, Israel, United Kingdom, United States of America",5000000.0,703281.0,1735.0,6.53,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris, Paul Mescal",2021
3453,The Lost Husband,Drame Romance,,0.0,0.0,100.0,6.94,,,2020
3454,The Lost Leonardo,Documentaire Historique,,0.0,567955.0,21.0,7.5,Andreas Koefoed,"Mohammad Bin Salman, Jerry Saltz, Doug Patteson",2021
3455,The Lost Prince,Fantastique Aventure Comédie,,0.0,0.0,308.0,5.8,,,2020
3456,The Lost Year 1986,Drame Historique Thriller,,200000.0,0.0,0.0,,,,2022
3457,The Lovebirds,Comédie Action Romance,,0.0,0.0,601.0,6.14,,,2020
3458,The Lulus,Aventure Historique Familial,,8500000.0,0.0,11.0,6.5,,,2023
3459,The Macaluso Sisters,Drame,,0.0,0.0,115.0,7.16,,,2020
3460,The Mafia: Payback,Action Aventure Thriller,,0.0,75000.0,1.0,1.0,,,2020
3461,The Magnificent Raiders of Dimension War One,Fantastique,,41000000.0,0.0,0.0,,,,2023
3462,The Main Event,Familial Comédie,,0.0,0.0,157.0,6.7,Jaime Eliezer Karas,"Seth Carr, Tichina Arnold, Adam Pally",2020
3463,The Male Gaze: Hide and Seek,Drame,,400000.0,0.0,1.0,1.0,,,2021
3464,The Male Gaze: Strikers & Defenders,Drame,,100000.0,0.0,2.0,1.5,,,2020
3465,The Man Standing Next,Drame Thriller,,0.0,0.0,89.0,7.0,Min-ho Woo,"Lee Byung-hun, Lee Sung-min, Kwak Do-won",2020
3466,The Man Who Sold His Skin,Drame,,0.0,0.0,88.0,6.9,Kaouther Ben Hania,"Yahya Mahayni, Dea Liane, Koen De Bouw",2021
3467,The Man Who Wanted to See It All,Documentaire,,200000.0,0.0,0.0,,,,2021
3468,The Man from Toronto,Action Comédie,,75000000.0,0.0,68.0,6.85,Patrick Hughes,"Kevin Hart, Woody Harrelson, Jasmine Mathews",2022
3469,The Man in the Basement,Comédie Drame,,0.0,0.0,51.0,5.5,,,2021
3470,The Manor,Horreur,,0.0,0.0,218.0,5.5,,,2021
3471,The Manson Brothers Midnight Zombie Massacre,Horreur Action Comédie,,1800000.0,0.0,5.0,5.6,,,2021
3472,The Many Saints of Newark,Policier Drame,,0.0,11620603.0,497.0,6.5,,,2021
3473,The Marsh King's Daughter,Thriller Drame,,0.0,0.0,58.0,6.58,,,2023
3474,The Marvels,Action Aventure Science-Fiction,United States of America,274800000.0,206136825.0,3026.0,6.01,Nia DaCosta,"Brie Larson, Teyonah Parris, Iman Vellani, Samuel L. Jackson, Zawe Ashton",2023
3475,The Massacre of Anroechte,Comédie Policier,,150000.0,0.0,1.0,6.0,,,2021
3476,The Match,Drame,,0.0,0.0,76.0,5.7,,,2020
3477,The Medium,Horreur Thriller,"South Korea, Thailand",0.0,7230000.0,1151.0,7.04,บรรจง ปิสัญธนะกูล,"นริลญา กุลมงคลเพชร, สวนีย์ อุทุมมา, ศิราณี ญาณกิตติกานต์, ยะสะกะ ไชยสร, บุญส่ง นาคภู่",2021
3478,The Midas Touch,Comédie Horreur,,400000.0,0.0,6.0,6.3,,,2020
3479,The Midnight Sky,Science-Fiction Drame,,0.0,70018.0,1772.0,5.7,George Clooney,"George Clooney, Felicity Jones, David Oyelowo",2020
3480,The Miniaturist of Junagadh,Drame,,135000.0,0.0,0.0,,,,2021
3481,The Minimalists: Less Is Now,Documentaire,,84919.0,0.0,89.0,6.5,,,2021
3482,The Miracle Club,Comédie Drame,,0.0,6800000.0,53.0,6.0,,,2023
3483,The Mirror,Drame,,473000.0,0.0,0.0,,,,2021
3484,The Misadventures of Hedi and Cokeman,Action Comédie Policier,,0.0,0.0,101.0,4.7,,,2021
3485,The Misadventures of Mistress Maneater,Comédie Action Romance,,200000.0,0.0,3.0,5.7,,,2020
3486,The Miss OTB Scandal,Comédie,,100000.0,0.0,1.0,1.0,,,2021
3487,The Mole Agent,Documentaire,,0.0,401983.0,197.0,7.9,Maite Alberdi,"Sergio Chamy, Romulo Aitken, Marta Olivares",2020
3488,The Mole: Undercover in North Korea,Documentaire,,2355484.0,0.0,73.0,6.8,,,2020
3489,The Monkey,Horreur Comédie,"Canada, United States of America",10000000.0,68869853.0,775.0,5.96,Osgood Perkins,"Theo James, Tatiana Maslany, Christian Convery, Colin O'Brien, Adam Scott",2025
3490,The Monkey King,Animation Fantastique Aventure Familial Comédie,,0.0,0.0,155.0,6.9,,,2023
3491,The Monkey King: The Legend Begins,Fantastique,,20000000.0,0.0,8.0,6.1,,,2022
3492,The Morning After,Comédie,,4327440.0,2513010.0,71.0,5.6,,,2020
3493,The Mortuary Collection,Fantastique Horreur,,0.0,34265.0,346.0,6.8,,,2020
3494,The Most Dangerous Man in Europe,Documentaire Historique,,151105.0,0.0,11.0,6.6,,,2020
3495,The Mother,Action Thriller,United States of America,12.0,0.0,1444.0,6.65,Niki Caro,"Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes, Gael García Bernal",2023
3496,The Mothman Legacy,Documentaire,,71933.0,0.0,8.0,6.6,,,2020
3497,The Movie,Comédie Horreur Thriller Drame,,85000.0,0.0,1.0,3.0,,,2022
3498,The Munsters,Comédie Fantastique,,0.0,0.0,155.0,5.9,,,2022
3499,The Mysterious Gaze of the Flamingo,Drame,,1500000.0,0.0,0.0,,,,2020
3500,The Mystery of Marilyn Monroe: The Unheard Tapes,Documentaire,,0.0,0.0,110.0,6.4,,,2022
3501,The Naughty Nine,Familial Aventure Comédie TV Movie Policier,,0.0,0.0,54.0,6.2,,,2023
3502,The Neon Across The Ocean,Drame,,50000.0,0.0,0.0,,,,2020
3503,The Nest,Drame Romance,,0.0,1200000.0,256.0,6.1,James Suttles,"Sarah Navratil, Maple Suttles, Dee Wallace",2020
3504,The New Toy,Comédie,,0.0,7295051.0,111.0,5.9,,,2022
3505,The Night,Horreur Mystère,,0.0,25570.0,86.0,5.7,,,2021
3506,The Night Clerk,Thriller Policier Drame,United States of America,0.0,302127.0,1426.0,6.21,Michael Cristofer,"Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo, Johnathon Schaech",2020
